11/1 21:18:27.421  Naljub gains Prayer of Fortitude.
11/1 21:19:27.609  Krakenskull gains Greater Blessing of Might.
11/1 21:19:27.609  Mallousx gains Greater Blessing of Might.
11/1 21:19:27.625  Aurus gains Greater Blessing of Might.
11/1 21:19:32.031  Choqua gains Prayer of Fortitude.
11/1 21:19:32.031  You gain Prayer of Fortitude.
11/1 21:19:32.046  Siid gains Prayer of Fortitude.
11/1 21:19:32.046  Lavode gains Prayer of Fortitude.
11/1 21:19:33.812  Divine Spirit fades from Naewenn.
11/1 21:19:34.015  Chadu gains Greater Blessing of Might.
11/1 21:19:34.015  Mechanicbob gains Greater Blessing of Might.
11/1 21:19:37.562  Ceedar gains Unstable Flask of the Bandit.
11/1 21:19:38.390  Rok gains Blessing of Salvation.
11/1 21:19:40.578  Trigaar gains Trueshot Aura.
11/1 21:19:41.875  Chadu begins to perform Anesthetic Poison.
11/1 21:19:44.468  Ceedar gains Greater Blessing of Might.
11/1 21:19:44.921  Chadu casts Anesthetic Poison on Chadu 's Malchazeen.
11/1 21:19:46.703  Rok gains Arcane Brilliance.
11/1 21:19:46.703  Mallousx gains Arcane Brilliance.
11/1 21:19:46.718  Ceedar gains Arcane Brilliance.
11/1 21:19:46.718  Chadu gains Arcane Brilliance.
11/1 21:19:46.718  Mechanicbob gains Arcane Brilliance.
11/1 21:19:46.718  Chadu begins to perform Anesthetic Poison.
11/1 21:19:49.703  Chadu casts Anesthetic Poison on Chadu 's Dirge.
11/1 21:19:50.703  Kikoman gains Greater Blessing of Light.
11/1 21:19:50.703  Warp Stalker gains Greater Blessing of Light.
11/1 21:19:50.718  You gain Greater Blessing of Light.
11/1 21:19:50.718  Shagz gains Greater Blessing of Light.
11/1 21:19:50.718  Ugor gains Greater Blessing of Light.
11/1 21:19:52.578  You gain Unstable Flask of the Soldier.
11/1 21:19:52.593  Aurus gains Flask of Relentless Assault.
11/1 21:19:53.484  Naljub gains Greater Blessing of Salvation.
11/1 21:19:53.484  Choqua gains Greater Blessing of Salvation.
11/1 21:19:53.484  Krakkresh gains Greater Blessing of Salvation.
11/1 21:19:53.484  Extremehorde gains Greater Blessing of Salvation.
11/1 21:19:53.484  Lavode gains Greater Blessing of Salvation.
11/1 21:19:53.500  Lutziffer gains Greater Blessing of Salvation.
11/1 21:19:54.796  Rok gains Gift of the Wild.
11/1 21:19:54.796  Mallousx gains Gift of the Wild.
11/1 21:19:54.812  Mark of the Wild fades from Ceedar.
11/1 21:19:54.812  Ceedar gains Gift of the Wild.
11/1 21:19:54.812  Chadu gains Gift of the Wild.
11/1 21:19:54.812  Mechanicbob gains Gift of the Wild.
11/1 21:19:57.187  Krakkresh gains Prayer of Spirit.
11/1 21:19:57.187  Naljub gains Gift of the Wild.
11/1 21:19:57.187  Shagz gains Gift of the Wild.
11/1 21:19:57.203  Extremehorde gains Gift of the Wild.
11/1 21:19:57.203  Bansheel gains Greater Blessing of Wisdom.
11/1 21:19:57.203  Naewenn gains Greater Blessing of Wisdom.
11/1 21:19:57.203  Naewenn gains Gift of the Wild.
11/1 21:19:57.203  Lutziffer gains Prayer of Spirit.
11/1 21:19:57.203  Ugor gains Gift of the Wild.
11/1 21:19:57.218  Chiv gains Prayer of Spirit.
11/1 21:20:01.421  Warp Stalker gains Gift of the Wild.
11/1 21:20:01.421  Kikoman gains Gift of the Wild.
11/1 21:20:01.421  Rok gains Prayer of Spirit.
11/1 21:20:01.421  Demonea gains Gift of the Wild.
11/1 21:20:01.421  Krakenskull gains Gift of the Wild.
11/1 21:20:01.437  Mallousx gains Prayer of Spirit.
11/1 21:20:01.437  Caridwen gains Gift of the Wild.
11/1 21:20:01.437  Mark of the Wild fades from Aurus.
11/1 21:20:01.437  Aurus gains Gift of the Wild.
11/1 21:20:01.453  Ceedar gains Prayer of Spirit.
11/1 21:20:01.453  Chadu gains Prayer of Spirit.
11/1 21:20:01.453  Mechanicbob gains Prayer of Spirit.
11/1 21:20:02.328  Trigaar gains Gift of the Wild.
11/1 21:20:02.375  Caridwen gains Greater Blessing of Salvation.
11/1 21:20:02.375  Defaca gains Greater Blessing of Salvation.
11/1 21:20:02.671  Trigaar gains Greater Blessing of Salvation.
11/1 21:20:02.671  Berserker Stance fades from Ugor.
11/1 21:20:02.671  Ugor gains Defensive Stance.
11/1 21:20:04.109  Krakkresh gains Gift of the Wild.
11/1 21:20:04.109  Defaca gains Gift of the Wild.
11/1 21:20:04.125  Bansheel gains Gift of the Wild.
11/1 21:20:04.125  Lutziffer gains Gift of the Wild.
11/1 21:20:04.125  Chiv gains Gift of the Wild.
11/1 21:20:06.312  Naljub gains Prayer of Spirit.
11/1 21:20:06.312  Shagz gains Prayer of Spirit.
11/1 21:20:06.328  Extremehorde gains Prayer of Spirit.
11/1 21:20:06.328  Naewenn gains Prayer of Spirit.
11/1 21:20:06.328  Ugor gains Prayer of Spirit.
11/1 21:20:12.625  Krakenskull gains Greater Blessing of Kings.
11/1 21:20:12.625  Mallousx gains Greater Blessing of Kings.
11/1 21:20:12.640  Aurus gains Greater Blessing of Kings.
11/1 21:20:15.062  Greater Blessing of Kings fades from Siid.
11/1 21:20:15.062  Siid gains Greater Blessing of Wisdom.
11/1 21:20:15.062  Chadu gains Greater Blessing of Kings.
11/1 21:20:15.078  Mechanicbob gains Greater Blessing of Kings.
11/1 21:20:15.687  Chiv gains Greater Blessing of Wisdom.
11/1 21:20:17.093  Rok gains Greater Blessing of Kings.
11/1 21:20:17.093  Demonea gains Greater Blessing of Kings.
11/1 21:20:19.687  Choqua gains Gift of the Wild.
11/1 21:20:19.750  Siid gains Gift of the Wild.
11/1 21:20:19.796  Lavode gains Gift of the Wild.
11/1 21:20:19.843  Ceedar gains Greater Blessing of Kings.
11/1 21:20:19.890  You gain Gift of the Wild.
11/1 21:20:24.250  Warp Stalker gains Greater Blessing of Kings.
11/1 21:20:24.281  You gain Greater Blessing of Kings.
11/1 21:20:24.281  Kikoman gains Greater Blessing of Kings.
11/1 21:20:24.296  Shagz gains Greater Blessing of Kings.
11/1 21:20:24.312  Ugor gains Greater Blessing of Kings.
11/1 21:20:24.312  Ceedar begins to cast Everlasting Underspore Fronds.
11/1 21:20:24.812  Caridwen gains Unstable Flask of the Sorcerer.
11/1 21:20:26.328  Bansheel gains Greater Blessing of Kings.
11/1 21:20:26.328  Naewenn gains Greater Blessing of Kings.
11/1 21:20:28.843  Naljub gains Greater Blessing of Kings.
11/1 21:20:28.843  Choqua gains Greater Blessing of Kings.
11/1 21:20:28.843  Krakkresh gains Greater Blessing of Kings.
11/1 21:20:28.843  Extremehorde gains Greater Blessing of Kings.
11/1 21:20:28.859  Lavode gains Greater Blessing of Kings.
11/1 21:20:28.859  Lutziffer gains Greater Blessing of Kings.
11/1 21:20:30.750  Caridwen gains Greater Blessing of Kings.
11/1 21:20:30.765  Defaca gains Greater Blessing of Kings.
11/1 21:20:31.046  Trigaar gains Greater Blessing of Kings.
11/1 21:20:31.046  Caridwen gains Tricky Treat.
11/1 21:20:31.046  Caridwen gains Tricky Treat.
11/1 21:20:32.375  Siid gains Elixir of Draenic Wisdom.
11/1 21:20:33.484  Defaca gains Unstable Flask of the Sorcerer.
11/1 21:20:35.953  Siid gains Greater Blessing of Kings.
11/1 21:20:35.953  Siid gains Adept's Elixir.
11/1 21:20:35.953  Tricky Treat fades from Caridwen.
11/1 21:20:35.968  Chiv gains Greater Blessing of Kings.
11/1 21:20:37.953  Fire Shield fades from Extremehorde.
11/1 21:20:45.687  Defaca begins to cast Wizard Oil.
11/1 21:20:46.859  Detect Invisibility fades from Extremehorde.
11/1 21:20:48.937  Defaca casts Wizard Oil on Defaca 's Nathrezim Mindblade.
11/1 21:20:59.687  Lavode gains Fel Armor.
11/1 21:21:01.156  Tricky Treat fades from Caridwen.
11/1 21:21:08.484  Ice Armor fades from Trigaar.
11/1 21:21:08.484  Trigaar gains Molten Armor.
11/1 21:21:08.484  Naewenn begins to cast Superior Mana Oil.
11/1 21:21:11.828  Naewenn casts Superior Mana Oil on Naewenn 's Runed Dagger of Solace.
11/1 21:21:13.421  Unending Breath fades from Extremehorde.
11/1 21:21:21.562  Lavode casts Life Tap.
11/1 21:21:21.562  Lavode gains 1803 Mana from Lavode 's Life Tap.
11/1 21:21:54.578  Ceedar begins to cast Ironshield Potion.
11/1 21:21:55.453  Caridwen begins to cast Conjure Water.
11/1 21:21:55.953  Saldrin gains Devotion Aura.
11/1 21:21:57.281  Shagz gains Unstable Flask of the Beast.
11/1 21:21:57.609  Ceedar creates Ironshield Potion.
11/1 21:21:58.187  Ceedar begins to cast Ironshield Potion.
11/1 21:21:59.390  Saldrin gains Blood Pact.
11/1 21:21:59.406  Caridwen begins to cast Conjure Water.
11/1 21:22:01.140  Ceedar creates Ironshield Potion.
11/1 21:22:02.156  Ceedar begins to cast Ironshield Potion.
11/1 21:22:05.015  Ceedar creates Ironshield Potion.
11/1 21:22:05.984  Ceedar begins to cast Ironshield Potion.
11/1 21:22:09.062  Ceedar creates Ironshield Potion.
11/1 21:22:09.062  Caridwen begins to cast Conjure Water.
11/1 21:22:09.218  Warp Stalker gains Prayer of Spirit.
11/1 21:22:09.218  Kikoman gains Prayer of Spirit.
11/1 21:22:09.218  Demonea gains Prayer of Spirit.
11/1 21:22:09.218  Krakenskull gains Prayer of Spirit.
11/1 21:22:09.218  Caridwen gains Prayer of Spirit.
11/1 21:22:09.218  Aurus gains Prayer of Spirit.
11/1 21:22:09.609  Trigaar gains Prayer of Spirit.
11/1 21:22:09.609  Saldrin gains Arcane Intellect.
11/1 21:22:10.218  Ceedar begins to cast Ironshield Potion.
11/1 21:22:12.140  Trigaar gains Power Word: Fortitude.
11/1 21:22:13.078  Ceedar creates Ironshield Potion.
11/1 21:22:13.734  Ceedar begins to cast Ironshield Potion.
11/1 21:22:14.187  Naljub gains Phase Shift.
11/1 21:22:14.187  Mechanicbob gains Stealth.
11/1 21:22:14.187  Caridwen begins to cast Conjure Water.
11/1 21:22:16.031  Chadu gains Stealth.
11/1 21:22:16.671  Ceedar creates Ironshield Potion.
11/1 21:22:16.843  Defensive Stance fades from Ugor.
11/1 21:22:16.843  Ugor gains Berserker Stance.
11/1 21:22:17.234  Choqua gains Phase Shift.
11/1 21:22:17.234  Ceedar begins to cast Ironshield Potion.
11/1 21:22:17.765  You gain Prayer of Spirit.
11/1 21:22:17.781  Siid gains Prayer of Spirit.
11/1 21:22:17.781  Lavode gains Prayer of Spirit.
11/1 21:22:18.140  Saldrin gains Prayer of Spirit.
11/1 21:22:18.156  Extremehorde begins to cast Superior Wizard Oil.
11/1 21:22:18.984  You gain Bloodrage.
11/1 21:22:18.984  You gain 10 Rage from Bloodrage.
11/1 21:22:19.875  Caridwen begins to cast Conjure Water.
11/1 21:22:19.890  You gain 1 Rage from Bloodrage.
11/1 21:22:20.375  Ceedar creates Ironshield Potion.
11/1 21:22:20.609  Ceedar begins to cast Ironshield Potion.
11/1 21:22:20.968  You gain 1 Rage from Bloodrage.
11/1 21:22:20.968  Saldrin gains Power Word: Fortitude.
11/1 21:22:21.000  You gain Commanding Shout.
11/1 21:22:21.390  Siid gains Commanding Shout.
11/1 21:22:21.406  Lavode gains Commanding Shout.
11/1 21:22:21.421  Shagz begins to perform Shoot.
11/1 21:22:21.421  Extremehorde casts Superior Wizard Oil on Extremehorde 's Stormcaller.
11/1 21:22:21.921  Saldrin gains Commanding Shout.
11/1 21:22:21.937  You gain 1 Rage from Bloodrage.
11/1 21:22:22.890  You gain 1 Rage from Bloodrage.
11/1 21:22:23.531  Shagz 's Shoot hits Lair Brute for 174.
11/1 21:22:23.531  Ceedar creates Ironshield Potion.
11/1 21:22:23.687  Shagz gains Bloodrage.
11/1 21:22:23.703  Shagz gains 10 Rage from Shagz 's Bloodrage.
11/1 21:22:23.796  You gain 1 Rage from Bloodrage.
11/1 21:22:24.640  Lair Brute is afflicted by Hunter's Mark.
11/1 21:22:24.640  Shagz gains 1 Rage from Shagz 's Bloodrage.
11/1 21:22:24.796  You gain 1 Rage from Bloodrage.
11/1 21:22:25.406  Ceedar gains Cat Form.
11/1 21:22:25.421  Ceedar gains Leader of the Pack.
11/1 21:22:25.609  Shagz gains 1 Rage from Shagz 's Bloodrage.
11/1 21:22:25.765  Rok gains Leader of the Pack.
11/1 21:22:25.765  Mallousx gains Leader of the Pack.
11/1 21:22:25.765  Chadu gains Leader of the Pack.
11/1 21:22:25.781  Mechanicbob gains Leader of the Pack.
11/1 21:22:26.015  You gain 1 Rage from Bloodrage.
11/1 21:22:26.234  You hit Lair Brute for 111. (glancing)
11/1 21:22:26.625  Lair Brute hits Shagz for 3971. (269 blocked)
11/1 21:22:26.625  Saldrin gains Greater Blessing of Kings.
11/1 21:22:26.640  Shagz gains Renew.
11/1 21:22:26.640  Rok casts Strength of Earth Totem.
11/1 21:22:26.640  Shagz gains 1 Rage from Shagz 's Bloodrage.
11/1 21:22:26.640  Ugor attacks. Lair Brute parries.
11/1 21:22:26.656  Ugor hits Lair Brute for 276. (glancing)
11/1 21:22:26.843  You gain 1 Rage from Bloodrage.
11/1 21:22:26.859  Shagz gains 1 Rage from Shagz 's Shield Specialization.
11/1 21:22:27.421  Shagz gains 1 Rage from Shagz 's Bloodrage.
11/1 21:22:27.625  Lair Brute hits Shagz for 3781. (269 blocked)
11/1 21:22:27.734  Ugor gains 1 Rage from Ugor 's Unbridled Wrath.
11/1 21:22:27.734  Shagz 's Heroic Strike crits Lair Brute for 499.
11/1 21:22:27.734  You hit Lair Brute for 164.
11/1 21:22:27.828  You gain 1 Rage from Bloodrage.
11/1 21:22:27.828  Mallousx hits Lair Brute for 437. (glancing)
11/1 21:22:27.921  Krakenskull attacks. Lair Brute dodges.
11/1 21:22:28.156  Shagz gains 1 Rage from Shagz 's Shield Specialization.
11/1 21:22:28.453  Shagz gains 1 Rage from Shagz 's Bloodrage.
11/1 21:22:28.453  Warp Stalker performs Warp on Lair Brute.
11/1 21:22:28.562  Warp Stalker gains Warp.
11/1 21:22:28.562  Shagz 's Thunderfury hits Lair Brute for 270 Nature damage.
11/1 21:22:28.718  Krakenskull hits Lair Brute for 122. (glancing)
11/1 21:22:28.718  Rok casts Windfury Totem.
11/1 21:22:28.843  Chiv begins to cast Holy Light.
11/1 21:22:28.843  Ugor attacks. Lair Brute dodges.
11/1 21:22:28.843  You gain 1 Rage from Bloodrage.
11/1 21:22:28.843  Warp Stalker hits Lair Brute for 172.
11/1 21:22:28.859  Lair Brute is afflicted by Sunder Armor.
11/1 21:22:28.859  Lair Brute is afflicted by Thunderfury.
11/1 21:22:28.859  Lair Brute is afflicted by Thunderfury.
11/1 21:22:28.859  Bloodrage fades from you.
11/1 21:22:29.156  Shagz gains 606 health from Naewenn 's Renew.
11/1 21:22:29.156  Ugor attacks. Lair Brute dodges.
11/1 21:22:29.421  Naewenn casts Prayer of Mending.
11/1 21:22:29.437  You perform Shield Slam on Lair Brute.
11/1 21:22:29.437  Your Shield Slam hits Lair Brute for 492.
11/1 21:22:29.437  You hit Lair Brute for 168.
11/1 21:22:29.562  Shagz gains 1 Rage from Shagz 's Bloodrage.
11/1 21:22:29.562  Shagz crits Lair Brute for 330.
11/1 21:22:29.734  Shagz gains Prayer of Mending.
11/1 21:22:30.015  Lair Brute hits Shagz for 3238. (269 blocked)
11/1 21:22:30.078  You fail to perform Sunder Armor: Not yet recovered.
11/1 21:22:30.078  Mallousx performs Call Pet.
11/1 21:22:30.078  Mechanicbob 's Garrote - Silence fails. Lair Brute is immune.
11/1 21:22:30.203  Stealth fades from Mechanicbob.
11/1 21:22:30.203  Siid 's Flash of Light heals Shagz for 1658.
11/1 21:22:30.203  Warp Stalker 's Bite hits Lair Brute for 90.
11/1 21:22:30.265  You fail to perform Sunder Armor: Not yet recovered.
11/1 21:22:30.468  You fail to perform Sunder Armor: Not yet recovered.
11/1 21:22:30.671  You fail to perform Sunder Armor: Not enough rage.
11/1 21:22:30.828  You fail to perform Sunder Armor: Not enough rage.
11/1 21:22:30.953  Mechanicbob hits Lair Brute for 340.
11/1 21:22:30.953  Shagz 's Sunder Armor missed Lair Brute.
11/1 21:22:30.968  Lair Brute is afflicted by Garrote.
11/1 21:22:30.968  Prayer of Mending fades from Shagz.
11/1 21:22:30.984  Shagz 's Prayer of Mending heals Shagz for 1487.
11/1 21:22:30.984  Shagz casts Prayer of Mending.
11/1 21:22:30.984  Shagz gains 1 Rage from Shagz 's Shield Specialization.
11/1 21:22:30.984  Krakenskull hits Lair Brute for 346. (glancing)
11/1 21:22:30.984  Krakenskull hits Lair Brute for 148.
11/1 21:22:31.046  You fail to perform Sunder Armor: Not enough rage.
11/1 21:22:31.046  Ugor hits Lair Brute for 177.
11/1 21:22:31.062  Warp Stalker hits Lair Brute for 176.
11/1 21:22:31.062  Chadu hits Lair Brute for 313.
11/1 21:22:31.062  Stealth fades from Chadu.
11/1 21:22:31.062  Chadu 's Ambush crits Lair Brute for 2326.
11/1 21:22:31.062  You hit Lair Brute for 171.
11/1 21:22:31.187  You fail to perform Sunder Armor: Not enough rage.
11/1 21:22:31.312  Mechanicbob hits Lair Brute for 179.
11/1 21:22:31.312  Naewenn begins to cast Greater Heal.
11/1 21:22:31.312  Bansheel begins to cast Flash Heal.
11/1 21:22:31.312  Chiv begins to cast Holy Light.
11/1 21:22:31.312  Saldrin gains Prayer of Mending.
11/1 21:22:31.343  Chiv gains Light's Grace.
11/1 21:22:31.343  Mechanicbob gains Lightning Speed.
11/1 21:22:31.375  Chadu 's Improved Leader of the Pack heals Chadu for 459.
11/1 21:22:31.375  Chiv 's Holy Light heals Shagz for 4684.
11/1 21:22:31.468  Mallousx hits Lair Brute for 560.
11/1 21:22:31.468  Shagz gains 0 Rage from Shagz 's Bloodrage.
11/1 21:22:31.609  Caridwen begins to cast Arcane Blast.
11/1 21:22:31.609  Shagz hits Lair Brute for 158.
11/1 21:22:31.625  Chadu hits Lair Brute for 157.
11/1 21:22:31.843  Ugor gains 1 Rage from Ugor 's Unbridled Wrath.
11/1 21:22:31.843  Ceedar 's Shred crits Lair Brute for 1452.
11/1 21:22:31.843  Mechanicbob 's Sinister Strike hits Lair Brute for 457.
11/1 21:22:31.843  Siid 's Flash of Light heals Shagz for 1695.
11/1 21:22:31.843  Warp Stalker 's Claw hits Lair Brute for 46.
11/1 21:22:31.843  Ugor misses Lair Brute.
11/1 21:22:31.921  You fail to perform Sunder Armor: Not yet recovered.
11/1 21:22:31.921  Ceedar crits Lair Brute for 423.
11/1 21:22:32.046  You fail to perform Sunder Armor: Not yet recovered.
11/1 21:22:32.109  Shagz gains 606 health from Naewenn 's Renew.
11/1 21:22:32.109  Chiv begins to cast Flash of Light.
11/1 21:22:32.125  Chadu performs Feint on Lair Brute.
11/1 21:22:32.140  Lair Brute is afflicted by Serpent Sting.
11/1 21:22:32.140  Lair Brute is afflicted by Sunder Armor (2).
11/1 21:22:32.140  Mechanicbob gains 15 Energy from Mechanicbob 's Combat Potency.
11/1 21:22:32.140  Ceedar 's Improved Leader of the Pack heals Ceedar for 467.
11/1 21:22:32.218  Saldrin 's Greater Heal heals Shagz for 4096.
11/1 21:22:32.421  Lair Brute hits Shagz for 3332.
11/1 21:22:32.421  Ugor hits Lair Brute for 136. (glancing)
11/1 21:22:32.421  Scorpid hits Lair Brute for 80. (53 blocked)
11/1 21:22:32.546  Shagz gains 1 Rage from Shagz 's Bloodrage.
11/1 21:22:32.562  Lair Brute is afflicted by Immolation Trap Effect.
11/1 21:22:32.562  Warp fades from Warp Stalker.
11/1 21:22:32.562  Ceedar gains 20 Energy from Ceedar 's Bloodlust.
11/1 21:22:32.562  Shagz 's Shield Slam hits Lair Brute for 432.
11/1 21:22:32.562  Kikoman 's Gore was blocked by Lair Brute.
11/1 21:22:32.765  Chadu crits Lair Brute for 629.
11/1 21:22:32.765  Lutziffer begins to cast Shadow Bolt.
11/1 21:22:32.765  Kikoman hits Lair Brute for 157. (glancing)
11/1 21:22:32.937  Warp Stalker hits Lair Brute for 187.
11/1 21:22:32.937  Lair Brute is afflicted by Scorpid Poison.
11/1 21:22:32.953  Bansheel 's Flash Heal heals Shagz for 2052.
11/1 21:22:32.953  Ceedar hits Lair Brute for 161. (glancing)
11/1 21:22:33.078  Chadu attacks. Lair Brute dodges.
11/1 21:22:33.093  You hit Lair Brute for 154. (glancing)
11/1 21:22:33.093  Mechanicbob hits Lair Brute for 397.
11/1 21:22:33.156  Lair Brute suffers 198 Physical damage from Mechanicbob 's Garrote.
11/1 21:22:33.156  Aurus crits Lair Brute for 636.
11/1 21:22:33.156  Mechanicbob crits Lair Brute for 425.
11/1 21:22:33.265  Krakenskull hits Lair Brute for 422.
11/1 21:22:33.328  Scorpid gains Trueshot Aura.
11/1 21:22:33.343  Ugor 's Bloodthirst hits Lair Brute for 554.
11/1 21:22:33.343  Mechanicbob 's Sinister Strike crits Lair Brute for 1151.
11/1 21:22:33.343  Mechanicbob 's Instant Poison VII hits Lair Brute for 190 Nature damage.
11/1 21:22:33.421  Warp Stalker 's Claw hits Lair Brute for 52.
11/1 21:22:33.421  Krakenskull hits Lair Brute for 152.
11/1 21:22:33.421  Shagz hits Lair Brute for 133. (glancing)
11/1 21:22:33.546  Aurus crits Lair Brute for 251.
11/1 21:22:33.687  Lair Brute 's Mortal Strike missed Shagz.
11/1 21:22:33.687  Lair Brute is afflicted by Deadly Poison VII.
11/1 21:22:33.687  Scorpid gains Leader of the Pack.
11/1 21:22:33.703  Bloodrage fades from Shagz.
11/1 21:22:33.703  Ugor gains Bloodthirst.
11/1 21:22:33.703  Ugor 's Bloodthirst heals Ugor for 30.
11/1 21:22:33.703  Mechanicbob 's Improved Leader of the Pack heals Mechanicbob for 389.
11/1 21:22:33.828  You fail to perform Devastate: Not enough rage.
11/1 21:22:33.828  Siid 's Flash of Light heals Shagz for 1670.
11/1 21:22:33.828  Chiv 's Flash of Light critically heals Shagz for 2460.
11/1 21:22:33.953  Ceedar hits Lair Brute for 164. (glancing)
11/1 21:22:34.000  You fail to perform Devastate: Not enough rage.
11/1 21:22:34.078  Scorpid misses Lair Brute.
11/1 21:22:34.171  Chadu 's Backstab crits Lair Brute for 1767.
11/1 21:22:34.171  Caridwen 's Arcane Blast hits Lair Brute for 1475 Arcane damage.
11/1 21:22:34.171  Kikoman 's Gore hits Lair Brute for 45.
11/1 21:22:34.171  Bansheel begins to cast Flash Heal.
11/1 21:22:34.171  Ugor hits Lair Brute for 169.
11/1 21:22:34.234  You fail to perform Devastate: Not enough rage.
11/1 21:22:34.421  You fail to perform Devastate: Not enough rage.
11/1 21:22:34.546  You fail to perform Devastate: Not enough rage.
11/1 21:22:34.781  You fail to perform Devastate: Not enough rage.
11/1 21:22:34.781  Kikoman hits Lair Brute for 185.
11/1 21:22:34.781  Ugor hits Lair Brute for 326. (glancing)
11/1 21:22:34.781  Chadu hits Lair Brute for 174.
11/1 21:22:34.890  Chadu hits Lair Brute for 268. (glancing)
11/1 21:22:34.890  Lair Brute is afflicted by Sunder Armor (3).
11/1 21:22:34.890  Extremehorde gains Unstable Flask of the Sorcerer.
11/1 21:22:34.890  Caridwen is afflicted by Arcane Blast.
11/1 21:22:34.906  Ceedar 's Shred hits Lair Brute for 692.
11/1 21:22:34.906  Chadu 's Anesthetic Poison hits Lair Brute for 143 Nature damage.
11/1 21:22:34.906  Lair Brute suffers 25 Nature damage from Scorpid 's Scorpid Poison.
11/1 21:22:34.906  You hit Lair Brute for 150. (glancing)
11/1 21:22:34.906  Caridwen begins to cast Arcane Blast.
11/1 21:22:34.906  Mechanicbob crits Lair Brute for 354.
11/1 21:22:34.921  Lair Brute suffers 175 Nature damage from Aurus 's Serpent Sting.
11/1 21:22:34.921  Mallousx hits Lair Brute for 613.
11/1 21:22:34.921  Warp Stalker hits Lair Brute for 192.
11/1 21:22:35.015  You fail to perform Devastate: Not enough rage.
11/1 21:22:35.031  Lair Brute is afflicted by Curse of the Elements.
11/1 21:22:35.031  Chiv gains 108 Mana from Chiv 's Illumination.
11/1 21:22:35.031  Ugor 's Bloodthirst heals Ugor for 30.
11/1 21:22:35.031  Ugor 's Bloodthirst heals Ugor for 30.
11/1 21:22:35.031  Lair Brute 's Cleave hits Scorpid for 4764.
11/1 21:22:35.031  Lair Brute 's Cleave hits Kikoman for 2172.
11/1 21:22:35.031  Lair Brute 's Cleave hits Shagz for 3886. (269 blocked)
11/1 21:22:35.031  Krakenskull 's Wing Clip hits Lair Brute for 33.
11/1 21:22:35.031  Warp Stalker 's Claw hits Lair Brute for 62.
11/1 21:22:35.046  Ceedar crits Lair Brute for 438.
11/1 21:22:35.125  You fail to perform Devastate: Not enough rage.
11/1 21:22:35.203  Shagz gains 606 health from Naewenn 's Renew.
11/1 21:22:35.203  Aurus hits Lair Brute for 130.
11/1 21:22:35.203  Aurus crits Lair Brute for 637.
11/1 21:22:35.203  Lair Brute suffers 223 Fire damage from Krakenskull 's Immolation Trap Effect.
11/1 21:22:35.203  Krakenskull crits Lair Brute for 294.
11/1 21:22:35.203  Demonea casts Mana Spring Totem.
11/1 21:22:35.343  You fail to perform Devastate: Not enough rage.
11/1 21:22:35.468  Shagz attacks. Lair Brute dodges.
11/1 21:22:35.484  Lair Brute is afflicted by Deadly Poison VII (2).
11/1 21:22:35.484  Shagz gains 1 Rage from Shagz 's Shield Specialization.
